treeID,height,ch_area,live,species,x,y,b_mean,g_mean,r_mean,re_mean,nir_mean,ndvi_mean,rgi_mean,cire_mean,cig_mean,ndre_mean,crs
eldo_3k_2_28316,9.137,13.590958949323976,1,cade,715663.625,4268352,0.014485768296876039,0.04274479506518659,0.01753645682565837,0.1069358666380785,0.2595001466058603,0.8759443440990303,0.42223255759961,1.5966238350522102,5.706198567511768,0.7165045534768527,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_1416,38.811,14.969352350832196,0,pipo,715768.375,4268352.5,0.030612102739289316,0.037505356063588687,0.045167225969864146,0.06282644634328279,0.10908882021860573,0.4468684500749376,1.1690809904487212,0.8658251945558586,2.2777227113472147,0.19261214753830022,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_25157,14.057,37.651581563055515,1,cade,715659.625,4268351.5,0.013890267363631498,0.04169438401650035,0.016890065108246526,0.10253469998208228,0.2488168233019206,0.8795185356294233,0.4187438481842686,1.6741856594987499,5.886665482189943,0.7169749135868515,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_27949,9.758,16.6264875321649,1,cade,715664.938,4268351,0.019422807574432998,0.05700747452515455,0.023576087216321748,0.14245800712355997,0.3285192358605875,0.8670671173336538,0.415785524840361,1.383305982411033,5.038260780641962,0.7172441207025779,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_10070,27.676,31.25889927363096,0,NA,715683.188,4268350,0.029104226684780268,0.03714023733926768,0.04063087885507687,0.06346005322644549,0.12358049946379104,0.5101951701137154,1.0842854868481904,1.0094997811227795,2.5211975998751237,0.22878245729331353,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_12479,25.638,39.61196329186714,0,NA,715696.063,4268349,0.027608174870930664,0.035989541983580786,0.03829068379695641,0.061985673705700496,0.11723077297677424,0.5128173270520835,1.0565770002834631,0.942367089247679,2.4289597992362957,0.24494240113537213,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_4183,33.67,14.969352352200076,0,pipo,715762.938,4268346,0.04050390856566698,0.05157683551955663,0.06187363032746565,0.09214936313796634,0.15383057595151894,0.41402765609428255,1.2150101915446214,0.6801723668878449,2.0103169423521634,0.18908630259918907,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_16433,22.528,33.95748724392615,1,pipo,715662.625,4268346,0.01948249480097738,0.04297961903145512,0.025941643948746165,0.10135593666550287,0.23300426236157368,0.807895886814796,0.5964637468810552,1.5094707007779826,5.1671161912519405,0.605271281332159,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_23756,15.718,7.68224589604506,0,NA,715546.5,4268271.5,0.03638120335476149,0.05630097760434222,0.05304505709437248,0.11608960346885673,0.20834744005949926,0.5867722707153707,0.9366379286711496,0.7912878731946223,2.7431081067042435,0.37280343661030396,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_10242,27.529,9.351633462094469,0,NA,715533.438,4268267.5,0.030952045248783623,0.04241640431605078,0.0436037679783358,0.080399755586719,0.14842245973193566,0.5501974309544106,1.011209649906878,0.8736970724155921,2.690232981615557,0.31018018566543504,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_19859,19.675,15.61566570296418,0,NA,715549,4268266.5,0.03510151742966902,0.053430915199904776,0.050940006626563776,0.10700857292018746,0.19471249434569793,0.5775793164502389,0.9465966889057137,0.8206143794112781,2.706834364487244,0.35716608561092855,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_6018,31.509,33.127388105669525,0,pipo,715542.313,4268266,0.026342722459154703,0.0389107084448013,0.03430844708196342,0.08741285812335402,0.1832337874344602,0.6803038330916491,0.8777358134589672,1.123922290333105,3.8881868327750784,0.4384263315851476,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_7120,30.366,12.800680065087363,0,pipo,715540.75,4268262,0.030385443733508474,0.03694989227222512,0.041293472213901325,0.06776864195543623,0.12680079192548802,0.5173289378770298,1.1085393343463579,0.9283473366871314,2.6432005612494867,0.2529815739520866,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_4816,32.867,24.752882412612962,1,pipo,715522.063,4268263,0.02535467830811693,0.05043913597583454,0.0335451888492648,0.111710326322353,0.21887728866485412,0.7339669202647856,0.6711390157489584,0.9791733236329793,3.403521268459301,0.5368523164338908,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_19276,20.183,30.72592049080413,1,cade,715539.875,4268250.5,0.017802461696760474,0.043869952452496364,0.023904259715095577,0.10412272712210324,0.20820311728493834,0.8010599204039963,0.5604951290013269,1.1561289001021784,4.381048432523765,0.628347375407277,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_15841,23.019,58.79307326237904,1,pipo,715547.25,4268242.5,0.01306130134422953,0.03045884098472054,0.01619693018975249,0.08755817418799751,0.2319929960001477,0.8684580302749658,0.5400454796860042,1.71596511769386,6.824575776938971,0.6833004723999183,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_21986,17.666,20.213373472797684,1,pipo,715530.5,4268239,0.01884939357277797,0.040425182234310936,0.024959985055666593,0.10930757016148675,0.28093761521475885,0.8302286037409852,0.6201611592982454,1.565001150560095,5.994107020429474,0.6259550231286346,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_23510,15.997,110.92697483311349,1,pipo,715529.125,4268241,0.016405224088846277,0.03341664660589932,0.022036188558973803,0.08819829919857777,0.21903675063323325,0.8064025716326296,0.6673184246968691,1.5129499316021713,5.7544893161386685,0.5939882448688861,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_20372,19.203,71.7377188626997,1,pipo,715536,4268237,0.020617389370344925,0.04246066662879051,0.02902248575056493,0.1108789571237235,0.2626420381274472,0.7969253259673087,0.6738050735958426,1.3861447137024674,5.347889707816672,0.5910035359419471,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_28725,8.357,1.016948021904682,0,NA,715656.875,4268216.5,0.03264353706259025,0.04871206102918272,0.05913994887409962,0.09721002947181871,0.1555704701028458,0.45053223697735617,1.2113000616542042,0.6083208202733359,2.207529739543911,0.24378697862505133,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
eldo_3k_2_13119,25.153,17.91605113519472,0,NA,715658.688,4268214,0.03995432696294092,0.05191790996661388,0.05913541005190207,0.09445005901618966,0.157478338497793,0.4553739730258709,1.1325342591553347,0.6838641081771234,2.132788347748261,0.23618483445747213,+proj=utm +zone=10 +datum=WGS84 +units=m +no_defs
